강릉
	19
	19
	20
	20
	19
	19
	21
	21
	21
	21
	21
	21
	22
거창
	17
	17
	19
	19
	18
	18
	19
	19
	20
	20
	21
	21
	22
경주
	17
	17
	18
	18
	18
	18
	18
	18
	21
	21
	21
	21
	22
고창
	18
	18
	20
	20
	20
	20
	20
	20
	22
	22
	22
	22
	23
광양
	20
	20
	20
	20
	20
	20
	20
	20
	22
	22
	22
	22
	23
광주
	20
	20
	21
	21
	21
	21
	21
	21
	23
	23
	23
	23
	24
군산
	20
	20
	21
	21
	21
	21
	21
	21
	22
	22
	22
	23
	23
나주
	18
	18
	19
	19
	20
	20
	20
	20
	22
	22
	22
	22
	23
남원
	18
	18
	20
	20
	20
	20
	20
	20
	22
	22
	22
	22
	22
대구
	19
	19
	20
	20
	19
	19
	20
	20
	22
	22
	23
	23
	23
대전
	20
	20
	21
	21
	21
	21
	22
	22
	22
	22
	23
	23
	23
목포
	20
	20
	21
	21
	21
	21
	21
	21
	23
	23
	22
	22
	23
무주
	17
	17
	19
	19
	18
	18
	19
	19
	20
	20
	21
	21
	22
부산
	20
	20
	20
	20
	20
	20
	21
	21
	22
	22
	22
	23
	23
서귀포
	21
	21
	22
	22
	22
	22
	22
	22
	23
	23
	23
	23
	24
서울
	21
	21
	22
	22
	22
	22
	23
	23
	22
	22
	23
	23
	22
세종
	19
	19
	20
	20
	20
	20
	20
	20
	21
	21
	22
	22
	22
수원
	20
	20
	21
	21
	22
	22
	22
	22
	22
	22
	22
	22
	23
순천
	20
	20
	21
	21
	21
	21
	21
	21
	23
	23
	23
	23
	23
안동
	18
	18
	18
	18
	18
	18
	20
	20
	21
	21
	21
	22
	22
여수
	21
	21
	21
	21
	21
	21
	21
	21
	22
	22
	22
	23
	23
영동
	17
	17
	19
	19
	18
	18
	20
	20
	21
	21
	21
	22
	22
울릉도
	18
	18
	19
	19
	19
	19
	20
	20
	20
	20
	21
	21
	21
울산
	18
	18
	19
	19
	19
	19
	19
	19
	21
	21
	22
	22
	23
울진
	16
	16
	17
	17
	18
	18
	19
	19
	19
	19
	20
	20
	21
원주
	20
	20
	21
	21
	20
	20
	21
	21
	22
	22
	22
	22
	23
이천
	19
	19
	21
	21
	20
	20
	21
	21
	21
	21
	22
	22
	22
인천
	21
	21
	21
	21
	22
	22
	22
	22
	22
	22
	22
	22
	22
전주
	20
	20
	21
	21
	21
	21
	21
	21
	23
	23
	23
	23
	23
정읍
	19
	19
	20
	20
	20
	20
	20
	20
	22
	22
	22
	22
	23
제주
	22
	22
	22
	22
	22
	22
	22
	22
	24
	24
	24
	24
	24
진주
	18
	18
	19
	19
	19
	19
	20
	20
	21
	21
	22
	22
	22
창원
	19
	19
	19
	19
	19
	19
	20
	20
	22
	22
	22
	22
	23
청주
	21
	21
	22
	22
	21
	21
	22
	22
	22
	22
	23
	23
	24
춘천
	20
	20
	21
	21
	20
	20
	21
	21
	21
	21
	22
	22
	22
충주
	19
	19
	20
	20
	19
	19
	20
	20
	21
	21
	22
	22
	22
통영
	20
	20
	20
	20
	20
	20
	20
	20
	22
	22
	22
	22
	23
파주
	19
	19
	20
	20
	20
	20
	20
	20
	21
	21
	21
	21
	21
평택
	20
	20
	21
	21
	21
	21
	21
	21
	22
	22
	23
	22
	22
포항
	19
	19
	20
	20
	20
	20
	21
	21
	22
	22
	22
	23
	23
홍성
	19
	19
	20
	20
	20
	20
	20
	20
	21
	21
	21
	22
	22
